matricula,modelo_id,ano_fabricacao,data_ultima_revisao,total_horas_voo,ativa
TC-3959V,743,1999,2024-11-10,4492,True
G-162Q,995,2008,2025-08-06,50616,True
VH-7342J,35,2020,2025-11-12,17470,True
B-8760B,777,1996,2025-07-21,67339,True
EC-8017D,801,2021,2024-11-21,79291,True
F-4262R,84,2010,2024-10-27,20935,True
JA-1836C,368,2000,2024-11-04,64671,True
PR-7731U,751,2003,2024-08-20,55791,True
HL-4013F,37,2009,2025-10-23,7427,True
HL-6616H,794,2000,2025-02-04,22382,True
PP-8396D,658,2019,2026-02-09,73793,True
HL-1403Z,107,1995,2025-10-31,27804,False
PS-6989M,93,2015,2026-04-21,59973,True
EC-7302S,979,2017,2025-12-19,77854,True
PT-6338F,411,2014,2024-08-15,64181,True
PU-1150N,815,2024,2025-07-04,22770,True
JA-6056S,505,1992,2024-06-14,7121,True
TC-2747D,830,1998,2024-08-22,59249,True
JA-2403C,832,2012,2025-04-07,16165,True
B-7377U,981,1991,2025-04-10,79525,True
B-2618O,225,1996,2025-01-05,56204,True
HL-4240S,636,1999,2025-07-26,72633,True
PP-7166P,533,2016,2026-02-27,12092,True
F-4683A,332,2009,2024-06-10,71026,True
VH-1950E,18,2016,2024-10-02,13876,True
G-8494P,898,2005,2024-12-12,61591,False
PU-4461T,694,2022,2025-04-26,59799,True
TC-6113Q,664,1998,2024-09-14,64572,True
PT-2480V,367,2022,2025-07-24,30630,True
EC-9320C,606,2021,2024-07-17,75779,True
F-6990I,163,1997,2026-04-07,41429,True
TC-2289W,826,2015,2024-09-02,8723,True
EC-1185X,139,2023,2026-04-09,19776,True
N-6285V,934,2012,2025-09-08,25049,True
B-9282W,218,2021,2024-11-21,56081,True
VH-7753H,961,2000,2025-06-25,55254,True
HL-5131F,447,2016,2025-07-17,59005,True
PR-1525I,947,1998,2026-03-13,26494,True
PP-8059V,629,2007,2025-11-22,31372,True
TC-7599C,717,2015,2025-12-26,18585,True
D-6667N,266,2020,2026-05-13,69273,True
JA-5139Q,445,1991,2025-09-22,41335,True
PT-3859C,726,1991,2025-10-15,52538,True
TC-826X,158,2021,2026-04-11,18813,True
N-2027G,745,2012,2025-03-12,53825,False
EC-953C,673,2006,2024-10-30,68200,False
F-1275B,906,2017,2024-07-27,44396,True
HL-6071V,2,2003,2024-08-26,52332,True
VH-2510N,176,2004,2025-03-03,62236,True
N-4915G,158,2001,2025-01-02,54967,False
PP-7992R,281,2014,2026-01-24,23897,True
PR-6252W,530,2003,2026-04-20,59234,True
EC-4341W,366,2023,2025-11-02,63349,True
PR-2463G,770,1991,2026-04-27,61742,True
PT-805X,337,2014,2024-12-06,40075,False
PR-6860O,965,2009,2025-08-13,13890,True
G-8212T,326,1998,2025-06-12,37605,True
VH-8895P,719,2007,2025-07-29,13051,True
HL-6158A,465,2011,2026-05-09,64470,True
PU-5116S,386,2005,2024-08-14,75010,True
PU-9191Z,123,2015,2025-03-08,40708,True
PU-1111J,785,2002,2025-06-13,52502,True
JA-5397C,605,1994,2024-12-10,55869,True
VH-3001W,142,1999,2024-12-21,55969,True
N-7013P,898,2000,2026-02-20,55042,True
PU-3857I,923,1996,2024-08-08,60760,True
VH-1165J,536,1992,2026-04-01,70410,True
G-6007X,666,2025,2025-02-03,50065,True
G-2590V,985,1997,2025-08-26,10085,True
PS-6349R,476,2013,2026-02-16,62771,True
PT-2892F,732,2022,2024-08-06,62051,True
PR-4206I,316,2020,2024-06-18,9310,True
EC-4959V,66,2004,2025-11-07,79007,True
PR-8944B,520,2016,2025-03-22,18421,True
F-3892K,746,2010,2026-01-24,63126,True
PP-7749B,601,2003,2025-04-29,10990,True
JA-3093W,66,1999,2024-06-11,43969,True
EC-5588H,973,2011,2025-06-25,28105,True
JA-4821D,169,2017,2025-04-24,54328,True
PP-842N,576,2010,2026-03-21,51383,True
B-811Y,629,1990,2024-10-22,19956,True
N-5076C,72,1994,2024-12-02,15599,True
PR-1572L,35,1999,2025-12-09,49260,True
HL-5593L,894,2006,2025-03-24,19828,True
TC-7407V,910,1995,2025-03-03,35777,True
PR-5205L,140,2023,2024-07-18,70270,True
PU-7174Q,964,2022,2025-01-13,2803,True
HL-514W,699,2006,2025-04-06,41984,True
PR-5595W,898,1996,2024-07-01,65786,True
HL-4904X,758,2014,2024-09-19,36246,True
HL-3408P,149,2025,2025-04-16,14071,True
PP-3522C,311,2006,2026-05-12,73215,True
PS-6904N,517,1992,2025-10-22,22967,True
N-4489R,352,2018,2024-10-15,43154,True
TC-3118N,355,2021,2026-02-20,4984,True
N-6825E,537,2008,2024-09-21,37192,True
PS-2492T,657,1992,2025-01-29,70935,True
PT-7081B,731,2016,2026-04-03,23331,True
PS-9363X,335,2017,2025-06-21,11986,True
PT-5412Z,105,1990,2025-08-04,945,True
PU-9468V,152,1997,2025-10-11,19680,True
EC-6971T,948,2022,2025-09-15,50636,False
JA-8228O,865,2010,2024-09-12,58621,True
N-6032Z,915,2011,2024-09-22,50559,True
JA-3187S,701,2008,2026-05-27,65107,True
TC-6793W,632,1994,2026-05-20,36963,True
D-8459Z,384,1990,2025-02-18,75963,True
EC-9123A,601,2010,2024-08-22,78184,True
PR-5969M,19,2003,2025-10-10,16798,True
HL-6748Y,844,1998,2026-01-30,44576,True
PR-3914D,373,2005,2025-08-03,3303,True
B-648H,233,1990,2025-11-24,21263,True
D-7971N,681,2016,2024-09-23,72572,True
TC-7403X,6,2017,2026-04-07,38496,True
F-975T,677,1994,2026-04-27,1006,True
PP-9329T,752,2017,2025-04-29,64943,True
PU-8737K,360,1997,2025-10-13,44730,True
D-688G,265,2002,2024-08-18,37119,True
PT-7293Z,903,1994,2026-02-07,6559,True
VH-5715P,988,1992,2026-01-26,43850,True
PS-3692U,815,2009,2024-12-09,77672,True
PS-8091J,503,2013,2025-02-19,7718,True
G-9250K,214,2001,2024-07-05,66491,True
PS-6257S,668,2004,2025-04-20,33001,True
PT-1145Z,373,1998,2024-09-07,46669,True
B-1760U,409,2012,2024-07-22,6453,True
HL-4963G,723,2004,2024-07-18,3378,True
PR-6720S,436,2013,2025-07-18,13095,True
PP-6410R,181,2019,2025-01-12,18513,True
B-4138T,254,1992,2024-06-27,8185,True
VH-2523V,159,2007,2024-08-01,9514,True
D-2036L,361,2002,2025-02-07,56234,True
PS-1945W,496,2008,2026-04-05,20546,True
PT-5706E,105,2000,2025-06-09,56803,True
TC-3990N,8,2021,2026-03-19,5169,True
HL-6176L,103,2004,2025-09-21,12282,False
PS-9414R,439,2024,2026-04-24,68206,True
G-3286K,610,2008,2025-08-28,13160,True
PR-7839L,388,2018,2025-06-22,39547,True
D-8119B,623,2015,2026-05-20,33236,True
PP-6115N,214,2022,2025-10-21,47694,True
PR-3349D,159,1994,2024-06-15,10642,True
PP-3243R,946,1995,2025-04-04,40849,True
PU-1029H,142,2020,2024-09-15,35629,True
PU-7196I,188,1999,2025-12-04,47704,True
PP-2335P,76,2001,2025-09-22,1237,True
PU-1381V,109,2008,2026-04-19,67902,True
EC-8077Q,857,2002,2025-07-13,17190,True
TC-4780K,198,2023,2024-07-21,15127,True
B-9474X,128,2017,2024-06-30,56871,True
HL-4515W,13,1991,2025-08-14,75966,True
TC-3788X,434,2024,2025-09-20,58859,False
D-2473C,974,2013,2025-06-07,11378,True
PU-7736Y,290,2006,2025-10-14,5465,True
N-4254V,256,1995,2025-03-03,21204,True
JA-6939J,598,2001,2024-10-22,29052,True
PP-4967U,316,2012,2026-04-06,4480,True
PS-8351S,920,2003,2025-04-26,39927,True
VH-4687T,599,2010,2025-07-19,24025,True
PS-2578K,205,2020,2025-04-05,62306,True
B-3059F,656,2016,2025-04-22,57946,True
PU-9084I,248,2012,2026-05-27,15968,True
TC-4794X,690,2015,2025-03-19,17610,True
N-5716H,516,2013,2024-07-10,46531,True
F-5640S,604,1996,2025-07-21,69390,True
TC-1122H,954,2007,2024-11-15,61831,True
TC-4229I,763,2012,2025-04-23,72727,True
JA-1818D,772,1994,2025-08-05,29243,True
B-8831G,149,1995,2024-08-13,24425,True
HL-7092D,915,2018,2026-01-15,54995,True
PT-9515O,212,1996,2025-04-01,3947,True
VH-9948Q,652,2005,2025-08-08,28637,True
PP-7260K,955,1999,2026-05-25,65614,True
PR-7383J,821,2024,2026-02-20,71905,True
F-7950C,922,1990,2025-11-07,46695,True
PU-707I,803,2005,2026-05-27,72892,True
PR-8976M,419,2016,2024-10-07,43352,True
VH-1365K,869,2003,2024-08-29,32522,True
G-2650E,898,2005,2025-01-13,31575,True
PS-6407I,793,2017,2024-07-04,75105,True
EC-5193N,949,2013,2025-05-11,73805,True
PP-347L,308,2023,2024-11-24,73076,True
PR-7759G,154,2013,2025-06-02,60722,True
G-3126V,659,1993,2024-11-01,63032,True
PP-6903T,132,2013,2024-07-13,24433,True
PP-751T,628,2015,2025-07-15,54773,True
TC-2284K,809,1992,2025-11-16,63817,False
PP-710A,874,2025,2025-05-20,37258,False
N-8601Q,165,1998,2024-08-05,19101,True
VH-5218Q,329,2004,2026-05-20,8298,True
TC-5578Q,483,2022,2025-01-05,63367,True
PR-5854H,554,2015,2026-01-08,62832,True
G-7296O,931,1990,2024-11-02,24703,True
TC-3209O,580,2015,2025-08-25,62329,True
F-741G,419,2018,2024-06-15,16058,True
EC-9549S,257,2015,2024-10-31,48389,True
PT-3152G,345,2020,2025-09-25,68982,True
PP-3327U,631,2007,2024-06-09,60419,True
TC-8982H,314,1993,2025-09-13,56979,True
PP-6138V,238,2015,2026-04-27,40951,True
PU-8927P,814,2021,2024-09-30,57694,True
PU-5650S,750,2007,2024-06-22,15914,True
PS-6310Q,776,1990,2026-05-12,71007,True
F-8685W,767,1993,2024-07-12,76825,True
PP-422O,613,2014,2025-02-22,37372,True
F-1165P,852,2012,2026-03-20,46521,True
HL-5599W,236,1994,2026-02-05,23917,True
N-5368E,938,2010,2025-12-27,3693,True
B-3253B,558,2019,2025-10-31,26267,True
D-6811B,679,2001,2025-04-01,61654,True
D-1019G,985,2005,2024-10-17,17464,True
PT-5649Q,792,2003,2025-04-06,52976,True
PS-2157Q,845,2012,2026-02-10,68782,True
G-7725I,230,2014,2024-07-02,2956,True
VH-8798Q,241,2005,2025-06-11,51402,True
F-1970O,750,2010,2024-06-07,841,True
HL-751W,605,2008,2025-10-06,60912,True
PT-8855Z,524,2023,2024-10-17,1669,True
G-5758C,867,2004,2025-10-21,11044,True
TC-4613F,579,2016,2026-05-29,58726,True
B-355O,259,2015,2025-01-09,71865,True
JA-3447R,999,2014,2025-06-19,38861,True
PT-1096X,467,2025,2025-01-09,12960,True
D-9952I,635,1997,2025-07-05,61758,True
HL-5341Q,914,2025,2026-03-05,66695,True
TC-9921C,420,1999,2025-02-10,63252,False
EC-1750J,979,1997,2026-04-26,68390,True
B-6049N,868,1998,2025-10-22,31136,True
PS-8814V,243,1997,2025-05-16,52609,True
EC-868B,241,2018,2025-09-29,18418,True
VH-5126U,504,1993,2025-07-13,76624,True
PT-5961C,201,1993,2025-12-10,64022,True
N-2510T,36,1990,2025-07-21,25955,True
HL-2869U,21,2013,2026-03-18,62675,True
HL-658R,202,1998,2025-07-18,20349,True
B-135G,56,2021,2025-09-23,66169,True
PS-8242C,861,2016,2024-10-13,34097,True
EC-4612Y,748,2015,2024-07-21,13237,True
TC-5882U,825,2021,2024-11-28,79952,True
VH-2112W,170,2002,2024-10-10,24888,True
PT-7009A,846,2002,2025-05-26,6750,True
EC-9940F,696,2013,2024-11-26,52780,True
VH-1407C,299,1991,2025-07-20,22292,True
N-3538B,522,1990,2024-09-01,37065,True
D-6862C,478,2021,2026-04-24,71544,True
PP-8501S,256,2005,2025-02-13,17311,True
TC-6212I,141,1999,2026-06-01,26941,True
PT-7922V,512,2023,2024-10-15,14391,True
PP-1931X,281,2000,2024-09-28,62275,True
VH-7174K,449,1991,2025-09-07,62619,True
PT-4269D,419,2003,2026-02-01,41032,True
PP-1151J,192,1995,2026-03-05,2991,True
PT-2099I,897,1994,2024-11-09,6116,True
G-4738K,346,2022,2024-10-14,24412,False
VH-9483I,775,1994,2024-09-15,16658,True
PU-5987D,385,1996,2025-08-22,78177,True
G-5549H,802,2019,2025-05-20,320,True
PS-8481V,483,2023,2025-11-04,30736,True
PP-3753F,771,2005,2025-11-11,49879,True
D-501T,565,2013,2024-10-15,26698,True
PP-5901W,793,1994,2026-01-21,65044,True
PS-5290Q,547,1995,2025-02-11,20587,True
N-5836E,271,2025,2024-12-17,75526,True
HL-123Y,518,2020,2024-06-30,16149,True
B-1773M,94,2025,2024-08-28,68522,True
PU-1226D,720,2001,2025-01-18,8584,True
G-2108B,605,1990,2025-09-05,55720,True
PR-2341X,586,2014,2025-11-04,61816,True
G-9835P,450,2022,2026-03-26,3307,True
EC-3284D,447,2004,2025-11-09,77852,True
JA-5079R,242,2013,2024-12-12,47615,True
EC-583R,350,2018,2025-08-03,39289,True
D-1466P,454,1996,2025-11-15,41912,True
PU-8646S,708,2014,2026-03-20,33124,True
PP-4389Y,402,2014,2026-04-26,30502,True
F-1749K,943,2024,2025-01-17,78027,True
PR-9708T,202,2000,2025-06-17,50848,True
PS-952T,154,2017,2026-01-21,20640,False
PU-8495E,258,1991,2026-04-19,14604,True
N-2480C,462,2003,2025-03-14,70736,True
PT-8649T,999,2018,2025-01-14,31252,True
B-7919D,351,2000,2024-12-01,44774,True
HL-9691T,939,2015,2025-10-12,62335,True
PS-1089G,106,2014,2024-08-07,74575,True
PP-8622D,968,2024,2025-06-29,66855,True
HL-8851I,39,2019,2025-07-24,31693,True
PU-3849C,586,1991,2025-04-10,71954,True
D-3576I,404,2023,2026-02-03,57063,True
N-9110T,486,1993,2025-01-29,12200,True
JA-4799E,911,1998,2025-03-09,64633,False
TC-6125L,488,2019,2025-09-11,20534,False
HL-868X,329,2004,2024-12-27,54396,True
B-8698X,797,1993,2025-05-21,72617,True
PU-3715K,936,2005,2025-07-31,71403,True
PT-8937P,501,2016,2024-07-12,59221,True
PP-9465I,947,2006,2024-07-16,10097,True
N-3716U,3,1996,2025-06-06,19623,True
JA-1023Z,456,2002,2026-02-24,50555,True
PR-6808U,823,1999,2025-10-03,65099,True
TC-4663O,954,1990,2026-03-09,74280,True
B-7127P,267,2013,2026-03-08,1771,True
G-2478H,606,1999,2025-08-21,46743,True
VH-5789V,827,2013,2024-10-14,43584,True
D-5651O,418,2022,2025-12-26,16076,True
HL-227B,892,2012,2024-12-28,54968,True
VH-5286L,959,2005,2026-01-08,6375,True
PU-434P,818,2007,2025-04-30,26110,True
EC-3441Q,470,2000,2024-11-17,58901,True
D-6022T,735,2003,2025-04-08,29783,True
VH-2985J,172,2002,2025-04-17,73212,True
F-2221H,705,1999,2025-09-09,71403,True
PT-7824C,38,2015,2026-03-13,26387,True
PT-2101R,442,2023,2025-07-13,77055,True
F-3556S,702,2011,2024-12-07,34139,True
VH-5559Y,512,1994,2025-06-08,17516,True
PU-1007Z,224,2022,2026-03-18,34454,True
HL-6131R,899,2023,2025-03-01,60806,True
PU-1617S,204,1997,2025-03-08,71695,True
PS-2227H,758,2002,2025-10-10,42816,True
TC-5484B,631,2016,2025-10-19,18404,True
PS-5092I,27,2013,2025-03-12,74255,True
JA-4103R,750,2024,2025-10-18,30736,True
PS-3541O,696,2023,2024-06-15,63786,True
VH-3864K,764,2023,2025-01-05,7732,True
TC-9102F,628,2023,2026-03-09,78943,True
EC-8353C,290,2023,2026-05-16,70287,False
EC-5576C,359,2011,2025-02-18,53809,True
G-5031E,866,2001,2025-07-29,60634,True
PR-6900H,401,2008,2024-12-08,60713,False
B-8684P,62,2008,2025-07-26,18419,True
VH-834I,950,2024,2025-06-19,79879,True
PP-4876U,277,2018,2025-03-09,55312,True
VH-7560P,791,2005,2024-07-02,66887,False
PU-7446Z,42,1997,2024-06-12,31947,True
PS-7533N,882,1990,2026-04-12,35436,True
EC-1707X,505,2019,2025-12-30,2797,True
D-9595V,459,2003,2025-06-25,13067,False
PR-2939P,762,1994,2026-01-03,29893,True
PP-3082K,377,2021,2025-05-29,68200,True
EC-251H,153,1998,2024-06-26,17541,True
PS-8404Q,437,1994,2025-09-24,72729,True
HL-595P,15,2009,2025-08-27,10461,True
EC-5373P,164,2006,2024-07-14,11628,True
F-5680X,520,2006,2025-12-22,45919,True
PS-6489S,989,2022,2024-10-26,9703,True
N-3370X,894,2009,2024-08-30,1224,True
PU-8241J,584,2001,2025-05-12,27807,False
F-1181Y,52,2020,2026-02-05,76425,True
HL-3906I,363,2015,2024-09-22,46879,True
PS-9762V,28,2020,2024-08-14,22084,True
HL-5023V,860,2010,2025-10-04,32642,True
EC-6250E,325,1995,2026-04-15,57765,True
HL-580U,732,2001,2024-08-01,63027,True
PP-2378O,241,2020,2026-02-08,21142,True
TC-6876G,924,2023,2024-11-25,55335,True
D-1905M,576,1994,2026-01-17,25277,True
F-3204K,539,1996,2025-03-10,64513,True
PR-5980E,306,2010,2025-09-01,1630,True
D-8868G,376,2009,2025-12-02,23323,True
PT-3378U,799,2011,2025-06-25,62054,True
G-1601J,985,2006,2024-06-03,38896,False
N-7599S,583,2021,2025-01-07,79238,True
PS-1456K,176,2000,2024-10-29,63605,True
EC-1481D,14,2019,2024-11-11,39976,True
N-762M,379,2005,2024-12-02,1271,True
HL-210A,434,2024,2024-08-26,53100,True
VH-2765G,161,1993,2026-02-18,39747,True
PR-4835F,152,2007,2026-01-11,60938,True
PR-4386F,535,2008,2025-03-20,65676,True
PR-1333G,414,2020,2025-11-06,18062,True
PR-9285T,243,1999,2025-04-24,7001,True
F-5297X,706,2025,2025-08-27,58026,True
PT-9430H,164,2014,2025-04-24,79424,True
VH-6244J,225,1996,2024-12-24,2571,True
PT-2306A,578,2021,2024-06-16,57106,True
TC-8613G,646,2012,2024-08-30,64610,True
JA-7803Q,782,2017,2024-07-09,17826,False
JA-9844F,469,2021,2024-08-05,25157,True
PS-2955S,259,2023,2025-01-30,2161,True
PP-6687Q,640,1990,2025-04-13,15642,True
PR-1661O,490,2012,2024-06-26,36402,True
N-630H,661,1994,2024-08-11,54813,True
B-8539D,367,2019,2026-04-21,25071,True
PU-329V,624,2016,2025-09-25,73412,False
PP-525A,216,1991,2025-11-09,69480,True
PT-9859O,747,1993,2024-11-04,40257,True
N-5543J,896,2008,2026-05-18,4944,True
F-8302K,905,1990,2026-05-16,25843,True
PP-1205Z,588,2003,2024-11-11,3547,True
PT-9198Z,18,2023,2025-02-10,39115,True
EC-6780A,731,2008,2024-10-24,55034,True
B-9117P,238,2025,2024-06-07,39960,True
PP-1733L,783,2015,2026-03-23,30228,True
PU-3362T,903,2021,2026-05-29,55138,True
PP-5842E,843,2005,2025-05-05,66454,True
B-4714P,315,2003,2024-10-09,22412,True
EC-9920L,982,2010,2024-10-15,58680,True
PS-8770H,372,1991,2026-02-20,57092,True
JA-4236C,194,1991,2025-03-26,61793,True
PU-4217H,131,2021,2024-07-14,74538,True
B-143F,916,1998,2025-11-17,24322,True
PP-3949V,763,2018,2025-08-16,1080,True
PP-2360Q,514,2024,2024-11-09,79646,True
B-1069V,186,2017,2024-08-01,3976,True
N-2376B,434,1997,2025-03-30,3997,True
F-4806D,900,1991,2025-12-31,50572,True
TC-8221P,704,2019,2025-01-02,44203,True
PP-4068R,403,2002,2024-09-11,63484,True
TC-6704X,303,1999,2026-01-13,15246,True
N-7821F,880,2000,2025-03-29,67477,True
PR-4473W,713,2004,2025-04-07,51904,True
D-4929F,756,2003,2026-03-14,72660,True
B-8868N,618,1995,2026-05-30,76192,True
F-977S,901,2024,2024-11-25,13626,True
PU-5328K,719,1998,2024-11-28,58912,True
VH-3359P,881,1990,2024-08-31,3163,True
PT-654F,753,2002,2025-03-23,28732,True
B-2723R,388,2008,2024-08-14,10321,True
TC-9995E,503,2020,2025-01-15,6480,True
F-9841H,695,1994,2024-07-12,29356,True
VH-7102U,265,1991,2026-05-05,31967,True
N-7480C,434,2023,2025-08-02,68074,True
PP-9764U,227,1994,2024-10-01,78749,False
PR-1464R,358,2012,2024-10-27,35592,False
B-8044Y,266,2008,2024-08-22,67635,True
PR-3713R,88,2021,2024-06-08,12780,True
PU-8022J,616,1991,2024-07-21,62154,True
PS-2435Q,379,2002,2025-06-06,30763,True
PS-6597E,204,1991,2024-08-07,43358,True
G-2572Z,705,1993,2025-11-20,60564,True
TC-6756T,249,1997,2025-05-16,69878,True
B-8303Y,348,2001,2024-09-04,13277,True
G-2426L,228,2012,2025-09-12,51108,True
PU-8904P,289,2001,2026-02-08,17533,True
JA-4885S,59,2002,2025-08-28,33287,True
B-9682Y,161,2016,2025-01-17,29050,True
PU-4272J,575,2003,2025-02-02,839,True
TC-398L,316,2011,2025-05-29,69440,True
PR-1249T,231,2019,2026-05-18,64269,True
PP-9131M,512,2010,2025-12-27,56884,True
F-486Z,504,2002,2024-12-13,40579,True
JA-7624D,24,2019,2024-07-07,13701,True
PR-6788L,332,1992,2025-02-16,22541,True
D-2298E,207,1994,2026-01-15,34266,True
VH-4904Z,158,1992,2024-08-26,19881,False
D-6564L,500,2017,2025-09-13,51732,True
N-8655C,708,2003,2025-11-01,39246,True
PU-4540O,961,2018,2025-10-09,49827,True
PS-6600W,715,2014,2025-08-20,53462,True
D-9104N,123,2001,2025-03-10,685,True
N-8187P,793,2016,2024-06-24,63166,True
VH-4238B,259,2012,2025-08-06,3995,True
TC-9902F,358,1995,2024-07-29,79137,True
TC-2136C,356,2013,2025-09-09,56206,True
B-3007T,881,1999,2026-04-28,59655,True
PT-3205M,148,2006,2025-12-05,71945,False
JA-4462N,493,2020,2024-06-11,79769,True
PS-9211H,598,2011,2024-06-06,7049,True
D-9281M,985,2000,2026-03-17,50501,True
VH-1872I,936,1995,2026-03-08,29951,True
PR-3261W,860,2018,2026-01-11,68666,True
N-1433J,838,1994,2026-02-24,23151,False
TC-1195C,785,1991,2025-02-15,50441,True
D-3870N,558,2010,2025-04-18,22924,True
D-5180O,426,1997,2026-01-22,15151,True
F-4737S,980,2020,2025-05-10,25017,True
PU-259A,532,1997,2026-02-11,9827,True
N-2413C,172,2006,2026-02-20,2732,True
D-7032X,423,2020,2024-11-29,68530,True
B-1761T,545,2014,2025-10-10,49976,True
PS-4089Q,205,2019,2025-03-07,29759,True
PR-7291U,848,2009,2024-10-02,57401,True
PS-1512B,481,2018,2026-02-15,60008,True
N-4139H,592,2016,2025-04-22,34569,True
TC-5159C,169,2020,2024-11-24,48412,True
HL-9419R,566,1990,2025-03-12,22989,True
PP-1035T,624,2002,2025-09-09,43393,True
N-1276E,1,2023,2025-03-15,59473,True
N-5680J,956,2015,2024-08-08,65351,True
PR-271J,487,2012,2025-06-03,71781,True
HL-1724E,807,2023,2026-02-13,2532,True
D-632G,281,1996,2025-05-03,15781,True
F-6961C,37,1995,2024-12-04,1165,True
PR-1792L,199,2011,2025-03-09,18090,True
D-9218A,47,2010,2024-10-21,53549,True
F-8829N,198,2025,2024-12-23,37813,True
G-2398R,320,1996,2024-08-25,78490,True
D-4713M,636,1991,2024-12-05,47147,True
PP-4173F,679,1994,2025-10-21,71087,True
N-7978N,722,2024,2024-06-23,45123,True
EC-3900G,336,2014,2024-09-26,16519,True
PT-5782C,478,2025,2025-12-01,52650,True
F-9642F,475,2023,2024-10-24,49809,True
F-6095N,525,2020,2026-02-18,74558,True
JA-7543W,208,2019,2026-05-24,78193,True
EC-6038M,548,2023,2025-07-16,4271,True
F-5381X,705,2016,2026-01-31,57208,True
PT-6340G,705,2009,2026-01-11,68905,True
HL-6303X,276,2023,2025-03-21,3120,True
N-2005U,96,2022,2025-06-09,37295,True
PP-6246J,127,1990,2024-08-16,20573,True
TC-927L,548,2005,2024-07-14,42215,True
N-7907Y,567,2023,2025-04-06,2810,True
PS-5775E,386,2001,2025-04-19,58662,True
TC-8929F,453,2015,2025-02-10,2127,True
JA-7569B,408,1999,2025-12-30,47993,True
TC-1419V,483,2000,2025-04-26,52872,True
PT-8926W,969,1993,2024-06-18,79828,True
TC-7263W,62,2014,2024-10-10,75102,True
JA-3060H,142,2002,2025-01-17,56524,True
TC-4035M,713,2011,2025-08-27,33499,True
PR-1442Y,577,2020,2024-10-10,28053,True
PT-2887A,865,1999,2024-10-30,60841,True
PT-6561H,978,1994,2025-03-13,64030,True
VH-1665T,609,2004,2026-04-19,71790,True
VH-7476H,230,2007,2025-05-14,2062,True
N-8931M,251,2010,2025-05-09,38094,True
PP-4189Z,143,2014,2025-05-12,56279,True
PP-9626X,608,2017,2025-01-11,49341,True
EC-381O,284,1998,2024-08-04,50489,True
PS-8321U,640,1995,2025-10-30,22858,True
TC-542A,190,2004,2025-01-21,61920,True
B-6818A,640,2002,2025-08-26,9348,True
D-4118W,885,2005,2024-07-06,51060,True
PS-9745G,207,2025,2025-03-14,11919,True
PU-5724U,287,2018,2025-06-02,46042,True
JA-5614F,247,2023,2024-08-07,44738,True
D-2573L,22,2014,2025-06-24,59901,True
PS-2421E,888,2004,2025-02-18,59042,True
JA-363S,17,2005,2024-10-28,13710,True
TC-6514J,299,2004,2024-09-27,79118,False
PT-5490V,871,2004,2024-09-09,29040,True
N-9283H,860,2002,2025-12-08,17511,True
G-6011B,844,1990,2025-06-22,15481,True
F-1256Q,316,2024,2026-04-03,29095,True
PU-5564T,890,1993,2025-11-13,32358,True
VH-955Y,59,2014,2025-09-29,61046,True
B-9526S,70,2002,2026-05-25,37226,True
JA-746M,643,1991,2025-09-25,50322,True
PT-2471D,689,2021,2026-03-21,40770,True
G-8046F,217,2009,2026-03-13,5066,True
F-9053W,451,2021,2025-06-20,19547,True
TC-5645U,204,2025,2025-11-23,54746,True
EC-8066W,57,2018,2026-02-07,27282,True
PU-2150D,551,1991,2025-11-10,66897,True
TC-3446D,407,2022,2026-01-19,17666,True
HL-3367X,511,2013,2025-02-27,32032,True
PU-2291V,651,1991,2024-10-06,43183,True
F-476O,230,2012,2025-04-03,22525,True
N-6465L,903,2001,2024-09-04,70661,True
N-4078U,951,1992,2025-02-02,25498,True
PR-370I,642,2017,2025-07-16,2651,True
