reserva_id,numero_passagem,assento,classe,emitida_em
1477,TKT-01477,16D,ECONOMICA,2026-01-09 17:29:06+00:00
1478,TKT-01478,18C,EXECUTIVA,2025-11-01 10:51:37+00:00
1479,TKT-01479,18D,EXECUTIVA,2025-09-17 15:24:50+00:00
1480,TKT-01480,25A,ECONOMICA,2026-01-14 00:05:42+00:00
1481,TKT-01481,24A,EXECUTIVA,2025-10-04 00:04:26+00:00
1482,TKT-01482,39F,EXECUTIVA,2026-03-06 18:28:21+00:00
1483,TKT-01483,7B,PRIMEIRA_CLASSE,2026-05-30 08:50:03+00:00
1484,TKT-01484,35D,ECONOMICA,2025-06-19 19:03:02+00:00
1485,TKT-01485,32A,ECONOMICA,2025-07-02 05:34:25+00:00
1486,TKT-01486,4D,EXECUTIVA,2026-05-27 06:16:53+00:00
1487,TKT-01487,19C,PRIMEIRA_CLASSE,2025-12-28 06:00:43+00:00
1488,TKT-01488,35E,PRIMEIRA_CLASSE,2025-10-11 16:47:36+00:00
1489,TKT-01489,16C,PRIMEIRA_CLASSE,2026-03-30 20:10:57+00:00
1490,TKT-01490,35C,PRIMEIRA_CLASSE,2026-04-08 02:33:53+00:00
1491,TKT-01491,15F,EXECUTIVA,2025-09-07 20:56:48+00:00
1492,TKT-01492,4B,ECONOMICA,2026-03-12 13:17:23+00:00
1493,TKT-01493,8B,EXECUTIVA,2025-12-25 14:36:31+00:00
1494,TKT-01494,5B,ECONOMICA,2026-04-25 10:21:22+00:00
1495,TKT-01495,15C,PRIMEIRA_CLASSE,2026-05-25 16:12:08+00:00
1496,TKT-01496,18E,PRIMEIRA_CLASSE,2025-12-06 14:17:29+00:00
1497,TKT-01497,9B,ECONOMICA,2025-08-21 09:35:32+00:00
1498,TKT-01498,21D,ECONOMICA,2025-12-07 13:09:21+00:00
1499,TKT-01499,40C,PRIMEIRA_CLASSE,2026-05-19 00:09:34+00:00
1500,TKT-01500,9B,PRIMEIRA_CLASSE,2025-11-01 00:45:18+00:00
1501,TKT-01501,2B,PRIMEIRA_CLASSE,2025-08-25 11:33:21+00:00
1502,TKT-01502,40C,PRIMEIRA_CLASSE,2025-11-28 06:31:59+00:00
1503,TKT-01503,12E,ECONOMICA,2026-01-26 00:57:00+00:00
1504,TKT-01504,38E,PRIMEIRA_CLASSE,2025-12-12 12:20:45+00:00
1505,TKT-01505,16F,EXECUTIVA,2025-10-06 06:33:47+00:00
1506,TKT-01506,22D,EXECUTIVA,2025-12-19 10:35:34+00:00
1507,TKT-01507,29D,ECONOMICA,2026-04-14 07:21:43+00:00
1508,TKT-01508,21B,ECONOMICA,2025-11-27 21:38:30+00:00
1509,TKT-01509,13B,PRIMEIRA_CLASSE,2025-08-21 08:04:36+00:00
1510,TKT-01510,37A,PRIMEIRA_CLASSE,2026-03-09 00:52:40+00:00
1511,TKT-01511,26F,ECONOMICA,2025-10-18 06:49:22+00:00
1512,TKT-01512,11D,EXECUTIVA,2025-08-04 20:59:22+00:00
1513,TKT-01513,11F,ECONOMICA,2025-11-30 14:52:26+00:00
1514,TKT-01514,5B,EXECUTIVA,2026-01-23 17:30:57+00:00
1515,TKT-01515,23E,PRIMEIRA_CLASSE,2025-09-24 10:00:57+00:00
1516,TKT-01516,7D,ECONOMICA,2025-06-26 02:07:59+00:00
1517,TKT-01517,36E,EXECUTIVA,2026-01-25 21:03:24+00:00
1518,TKT-01518,23F,ECONOMICA,2026-03-09 04:03:35+00:00
1519,TKT-01519,35B,EXECUTIVA,2026-05-10 16:44:17+00:00
1520,TKT-01520,3F,PRIMEIRA_CLASSE,2025-12-09 09:14:57+00:00
1521,TKT-01521,16F,PRIMEIRA_CLASSE,2026-04-10 07:11:05+00:00
1522,TKT-01522,15B,PRIMEIRA_CLASSE,2026-02-11 11:33:18+00:00
1523,TKT-01523,17D,PRIMEIRA_CLASSE,2025-06-14 15:26:58+00:00
1524,TKT-01524,27C,PRIMEIRA_CLASSE,2026-01-26 02:19:14+00:00
1525,TKT-01525,12C,EXECUTIVA,2026-05-12 21:00:20+00:00
1526,TKT-01526,4B,ECONOMICA,2025-06-10 22:04:35+00:00
1527,TKT-01527,32F,EXECUTIVA,2025-12-30 09:39:54+00:00
1528,TKT-01528,11D,EXECUTIVA,2025-08-25 19:11:01+00:00
1529,TKT-01529,12A,EXECUTIVA,2025-10-27 21:18:06+00:00
1530,TKT-01530,7B,PRIMEIRA_CLASSE,2025-08-08 03:17:00+00:00
1531,TKT-01531,19C,EXECUTIVA,2026-03-22 12:37:55+00:00
1532,TKT-01532,40E,PRIMEIRA_CLASSE,2026-05-08 08:16:52+00:00
1533,TKT-01533,5A,EXECUTIVA,2025-12-10 21:57:04+00:00
1534,TKT-01534,24B,PRIMEIRA_CLASSE,2025-10-24 04:57:11+00:00
1535,TKT-01535,19C,PRIMEIRA_CLASSE,2025-09-25 17:46:26+00:00
1536,TKT-01536,19B,PRIMEIRA_CLASSE,2025-08-19 01:38:28+00:00
1537,TKT-01537,23D,PRIMEIRA_CLASSE,2026-04-11 09:23:16+00:00
1538,TKT-01538,8F,EXECUTIVA,2025-09-23 23:55:56+00:00
1539,TKT-01539,34D,EXECUTIVA,2026-04-08 03:54:02+00:00
1540,TKT-01540,13C,EXECUTIVA,2025-10-23 09:09:49+00:00
1541,TKT-01541,24B,PRIMEIRA_CLASSE,2025-09-07 23:39:49+00:00
1542,TKT-01542,19B,PRIMEIRA_CLASSE,2026-01-25 02:51:33+00:00
1543,TKT-01543,5F,ECONOMICA,2025-11-29 04:22:13+00:00
1544,TKT-01544,25D,ECONOMICA,2026-05-09 18:50:15+00:00
1545,TKT-01545,33D,PRIMEIRA_CLASSE,2025-08-03 15:03:49+00:00
1546,TKT-01546,22A,EXECUTIVA,2025-11-23 20:07:48+00:00
1547,TKT-01547,40B,PRIMEIRA_CLASSE,2025-12-10 05:38:09+00:00
1548,TKT-01548,10D,PRIMEIRA_CLASSE,2026-01-30 16:44:50+00:00
1549,TKT-01549,32D,PRIMEIRA_CLASSE,2026-03-10 04:44:48+00:00
1550,TKT-01550,11F,ECONOMICA,2026-01-08 02:14:13+00:00
1551,TKT-01551,10D,PRIMEIRA_CLASSE,2026-05-09 07:03:00+00:00
1552,TKT-01552,11B,ECONOMICA,2026-04-09 04:55:32+00:00
1553,TKT-01553,11F,PRIMEIRA_CLASSE,2025-10-21 05:44:44+00:00
1554,TKT-01554,38B,PRIMEIRA_CLASSE,2026-01-01 05:59:15+00:00
1555,TKT-01555,27C,PRIMEIRA_CLASSE,2026-04-28 14:48:05+00:00
1556,TKT-01556,16C,PRIMEIRA_CLASSE,2025-12-27 23:30:01+00:00
1557,TKT-01557,9C,ECONOMICA,2025-09-07 23:51:46+00:00
1558,TKT-01558,31D,EXECUTIVA,2025-09-05 01:58:55+00:00
1559,TKT-01559,39C,EXECUTIVA,2026-02-25 03:53:15+00:00
1560,TKT-01560,37B,PRIMEIRA_CLASSE,2026-05-27 18:14:13+00:00
1561,TKT-01561,14F,EXECUTIVA,2026-05-21 19:43:49+00:00
1562,TKT-01562,34E,PRIMEIRA_CLASSE,2025-11-20 08:01:12+00:00
1563,TKT-01563,30A,EXECUTIVA,2026-05-26 07:00:32+00:00
1564,TKT-01564,24B,PRIMEIRA_CLASSE,2025-08-07 15:59:47+00:00
1565,TKT-01565,8C,EXECUTIVA,2025-11-02 13:10:20+00:00
1566,TKT-01566,1E,PRIMEIRA_CLASSE,2025-07-08 16:50:50+00:00
1567,TKT-01567,14D,EXECUTIVA,2026-05-06 19:33:18+00:00
1568,TKT-01568,15D,EXECUTIVA,2026-01-12 19:40:06+00:00
1569,TKT-01569,37B,PRIMEIRA_CLASSE,2025-09-16 01:52:52+00:00
1570,TKT-01570,10D,PRIMEIRA_CLASSE,2025-11-04 05:27:49+00:00
1571,TKT-01571,33A,PRIMEIRA_CLASSE,2026-01-17 07:47:49+00:00
1572,TKT-01572,27A,ECONOMICA,2026-04-24 22:39:58+00:00
1573,TKT-01573,6E,EXECUTIVA,2026-05-15 12:33:20+00:00
1574,TKT-01574,28D,PRIMEIRA_CLASSE,2026-04-02 13:24:23+00:00
1575,TKT-01575,29B,EXECUTIVA,2025-12-03 09:11:47+00:00
1576,TKT-01576,5A,ECONOMICA,2026-05-24 00:31:29+00:00
1577,TKT-01577,22E,EXECUTIVA,2026-01-03 15:04:46+00:00
1578,TKT-01578,38E,ECONOMICA,2025-07-10 15:28:05+00:00
1579,TKT-01579,29E,PRIMEIRA_CLASSE,2026-04-11 03:28:53+00:00
1580,TKT-01580,6E,EXECUTIVA,2026-03-30 13:11:54+00:00
1581,TKT-01581,11B,EXECUTIVA,2026-03-28 08:33:00+00:00
1582,TKT-01582,22B,ECONOMICA,2025-09-26 01:04:48+00:00
1583,TKT-01583,6A,PRIMEIRA_CLASSE,2025-10-27 08:07:06+00:00
1584,TKT-01584,25F,EXECUTIVA,2026-05-02 04:02:22+00:00
1585,TKT-01585,20D,PRIMEIRA_CLASSE,2025-09-07 12:51:31+00:00
1586,TKT-01586,30C,EXECUTIVA,2025-11-25 03:38:40+00:00
1587,TKT-01587,38B,PRIMEIRA_CLASSE,2026-06-03 08:29:41+00:00
1588,TKT-01588,13F,PRIMEIRA_CLASSE,2025-06-19 16:09:22+00:00
1589,TKT-01589,20E,ECONOMICA,2025-11-27 07:27:03+00:00
1590,TKT-01590,8E,EXECUTIVA,2026-03-08 11:14:59+00:00
1591,TKT-01591,2F,ECONOMICA,2026-02-17 09:22:56+00:00
1592,TKT-01592,26D,EXECUTIVA,2025-08-27 20:08:41+00:00
1593,TKT-01593,33D,EXECUTIVA,2026-04-28 00:09:22+00:00
1594,TKT-01594,34F,EXECUTIVA,2025-06-29 23:48:22+00:00
1595,TKT-01595,8D,PRIMEIRA_CLASSE,2025-10-24 17:00:33+00:00
1596,TKT-01596,9B,EXECUTIVA,2025-06-13 00:25:26+00:00
1597,TKT-01597,11C,PRIMEIRA_CLASSE,2026-05-12 11:03:50+00:00
1598,TKT-01598,1D,EXECUTIVA,2025-11-07 21:16:54+00:00
1599,TKT-01599,30C,ECONOMICA,2026-04-11 11:02:42+00:00
1600,TKT-01600,35F,PRIMEIRA_CLASSE,2025-07-13 01:35:03+00:00
1601,TKT-01601,2B,EXECUTIVA,2025-12-17 02:16:55+00:00
1602,TKT-01602,24D,PRIMEIRA_CLASSE,2025-07-25 08:58:53+00:00
1603,TKT-01603,21A,ECONOMICA,2025-06-09 02:24:32+00:00
1604,TKT-01604,34A,ECONOMICA,2026-04-20 10:38:04+00:00
1605,TKT-01605,40E,EXECUTIVA,2026-04-02 09:33:35+00:00
1606,TKT-01606,5B,PRIMEIRA_CLASSE,2026-01-17 11:53:11+00:00
1607,TKT-01607,38B,PRIMEIRA_CLASSE,2026-05-28 18:23:31+00:00
1608,TKT-01608,25E,PRIMEIRA_CLASSE,2025-06-25 08:23:01+00:00
1609,TKT-01609,16F,ECONOMICA,2025-12-27 03:35:41+00:00
1610,TKT-01610,28A,PRIMEIRA_CLASSE,2026-01-17 22:00:04+00:00
1611,TKT-01611,29B,ECONOMICA,2025-07-22 03:11:18+00:00
1612,TKT-01612,30C,EXECUTIVA,2025-09-09 05:23:24+00:00
1613,TKT-01613,9D,ECONOMICA,2026-04-05 08:44:29+00:00
1614,TKT-01614,7A,ECONOMICA,2025-08-01 11:59:22+00:00
1615,TKT-01615,26C,PRIMEIRA_CLASSE,2025-11-26 11:05:40+00:00
1616,TKT-01616,40C,EXECUTIVA,2026-04-20 10:54:39+00:00
1617,TKT-01617,31D,EXECUTIVA,2025-12-12 00:35:02+00:00
1618,TKT-01618,5B,ECONOMICA,2025-11-30 04:44:17+00:00
1619,TKT-01619,4D,PRIMEIRA_CLASSE,2026-01-02 07:01:24+00:00
1620,TKT-01620,13B,PRIMEIRA_CLASSE,2026-02-10 15:27:52+00:00
1621,TKT-01621,22B,EXECUTIVA,2025-07-05 13:16:23+00:00
1622,TKT-01622,40E,EXECUTIVA,2025-07-15 19:13:17+00:00
1623,TKT-01623,34A,ECONOMICA,2025-12-02 05:49:25+00:00
1624,TKT-01624,3E,ECONOMICA,2025-08-15 22:12:05+00:00
1625,TKT-01625,6C,EXECUTIVA,2026-04-08 15:03:28+00:00
1626,TKT-01626,20B,EXECUTIVA,2026-02-27 12:48:47+00:00
1627,TKT-01627,12D,ECONOMICA,2025-12-13 15:23:01+00:00
1628,TKT-01628,14A,PRIMEIRA_CLASSE,2025-07-01 00:18:58+00:00
1629,TKT-01629,6E,PRIMEIRA_CLASSE,2026-03-02 14:54:07+00:00
1630,TKT-01630,27B,ECONOMICA,2026-05-12 08:41:13+00:00
1631,TKT-01631,35B,ECONOMICA,2026-03-26 04:04:54+00:00
1632,TKT-01632,20D,EXECUTIVA,2026-03-01 21:28:03+00:00
1633,TKT-01633,4D,ECONOMICA,2026-02-23 02:16:29+00:00
1634,TKT-01634,23A,EXECUTIVA,2025-08-14 00:54:02+00:00
1635,TKT-01635,34F,PRIMEIRA_CLASSE,2025-08-27 07:43:04+00:00
1636,TKT-01636,7A,PRIMEIRA_CLASSE,2025-12-27 09:38:34+00:00
1637,TKT-01637,2A,ECONOMICA,2026-02-14 11:30:18+00:00
1638,TKT-01638,21E,ECONOMICA,2025-09-03 05:42:06+00:00
1639,TKT-01639,7A,PRIMEIRA_CLASSE,2026-01-13 23:46:14+00:00
1640,TKT-01640,5F,ECONOMICA,2025-07-13 11:06:07+00:00
1641,TKT-01641,31F,ECONOMICA,2026-04-12 08:40:34+00:00
1642,TKT-01642,22A,EXECUTIVA,2025-12-20 10:49:50+00:00
1643,TKT-01643,17E,EXECUTIVA,2025-06-05 21:49:27+00:00
1644,TKT-01644,22A,EXECUTIVA,2025-12-22 05:01:14+00:00
1645,TKT-01645,3F,ECONOMICA,2025-06-26 10:04:13+00:00
1646,TKT-01646,23E,ECONOMICA,2025-09-17 05:44:35+00:00
1647,TKT-01647,37F,ECONOMICA,2025-11-05 09:16:00+00:00
1648,TKT-01648,33A,ECONOMICA,2026-04-05 13:41:25+00:00
1649,TKT-01649,29F,ECONOMICA,2025-07-12 10:43:36+00:00
1650,TKT-01650,16F,EXECUTIVA,2026-01-30 13:53:37+00:00
1651,TKT-01651,27D,ECONOMICA,2026-02-01 22:28:16+00:00
1652,TKT-01652,24C,EXECUTIVA,2026-05-23 11:02:13+00:00
1653,TKT-01653,6F,ECONOMICA,2026-01-16 12:20:51+00:00
1654,TKT-01654,14C,PRIMEIRA_CLASSE,2025-06-22 03:02:39+00:00
1655,TKT-01655,36C,EXECUTIVA,2025-10-09 04:58:48+00:00
1656,TKT-01656,23A,EXECUTIVA,2026-03-07 08:49:04+00:00
1657,TKT-01657,7B,ECONOMICA,2026-05-25 09:27:06+00:00
1658,TKT-01658,3C,EXECUTIVA,2026-02-02 07:38:03+00:00
1659,TKT-01659,40C,EXECUTIVA,2025-06-26 13:28:54+00:00
1660,TKT-01660,3C,EXECUTIVA,2025-10-15 15:02:42+00:00
1661,TKT-01661,31D,PRIMEIRA_CLASSE,2025-08-23 04:11:40+00:00
1662,TKT-01662,19D,EXECUTIVA,2026-04-12 18:21:27+00:00
1663,TKT-01663,5F,PRIMEIRA_CLASSE,2026-05-14 10:46:07+00:00
1664,TKT-01664,21A,PRIMEIRA_CLASSE,2026-03-13 22:13:59+00:00
1665,TKT-01665,6B,PRIMEIRA_CLASSE,2025-11-19 00:01:42+00:00
1666,TKT-01666,14C,EXECUTIVA,2025-11-03 03:02:24+00:00
1667,TKT-01667,24E,EXECUTIVA,2025-10-02 10:47:52+00:00
1668,TKT-01668,19D,PRIMEIRA_CLASSE,2025-08-12 20:19:31+00:00
1669,TKT-01669,7E,ECONOMICA,2025-11-22 07:47:55+00:00
1670,TKT-01670,20A,ECONOMICA,2026-03-08 08:43:09+00:00
1671,TKT-01671,5F,ECONOMICA,2025-12-10 20:37:37+00:00
1672,TKT-01672,30F,ECONOMICA,2025-09-17 14:07:32+00:00
1673,TKT-01673,36C,EXECUTIVA,2026-04-16 20:17:43+00:00
1674,TKT-01674,38A,ECONOMICA,2026-02-25 05:27:20+00:00
1675,TKT-01675,2D,PRIMEIRA_CLASSE,2025-08-05 01:37:50+00:00
1676,TKT-01676,40A,PRIMEIRA_CLASSE,2025-07-02 07:25:54+00:00
1677,TKT-01677,30D,ECONOMICA,2026-05-15 20:26:02+00:00
1678,TKT-01678,4C,ECONOMICA,2026-04-22 04:53:09+00:00
1679,TKT-01679,6B,PRIMEIRA_CLASSE,2025-10-16 08:54:47+00:00
1680,TKT-01680,35C,EXECUTIVA,2026-02-07 00:06:42+00:00
1681,TKT-01681,6F,EXECUTIVA,2025-07-23 16:16:53+00:00
1682,TKT-01682,17D,EXECUTIVA,2026-05-02 14:45:46+00:00
1683,TKT-01683,32A,EXECUTIVA,2025-08-01 18:22:31+00:00
1684,TKT-01684,16B,ECONOMICA,2026-01-13 21:29:40+00:00
1685,TKT-01685,24F,EXECUTIVA,2026-01-18 09:05:49+00:00
1686,TKT-01686,20D,PRIMEIRA_CLASSE,2025-10-10 05:50:56+00:00
1687,TKT-01687,19B,ECONOMICA,2025-11-26 12:32:09+00:00
1688,TKT-01688,20E,ECONOMICA,2025-08-04 08:33:40+00:00
1689,TKT-01689,12C,PRIMEIRA_CLASSE,2025-06-27 22:13:31+00:00
1690,TKT-01690,13A,EXECUTIVA,2026-03-31 18:02:55+00:00
1691,TKT-01691,16A,EXECUTIVA,2025-11-05 03:26:44+00:00
1692,TKT-01692,28D,ECONOMICA,2025-06-23 01:27:48+00:00
1693,TKT-01693,2A,EXECUTIVA,2025-07-03 23:40:13+00:00
1694,TKT-01694,6D,ECONOMICA,2025-12-19 03:49:22+00:00
1695,TKT-01695,14A,PRIMEIRA_CLASSE,2025-06-27 09:52:07+00:00
1696,TKT-01696,13A,EXECUTIVA,2025-08-07 16:56:04+00:00
1697,TKT-01697,27E,ECONOMICA,2025-07-10 06:46:16+00:00
1698,TKT-01698,1B,ECONOMICA,2025-07-14 11:46:35+00:00
1699,TKT-01699,12D,EXECUTIVA,2025-12-27 08:56:43+00:00
1700,TKT-01700,23F,EXECUTIVA,2026-02-19 04:54:31+00:00
1701,TKT-01701,10E,PRIMEIRA_CLASSE,2026-05-31 06:47:13+00:00
1702,TKT-01702,8B,ECONOMICA,2025-07-21 05:01:54+00:00
1703,TKT-01703,1B,EXECUTIVA,2025-08-27 15:23:31+00:00
1704,TKT-01704,18E,EXECUTIVA,2025-10-05 22:56:02+00:00
1705,TKT-01705,12B,ECONOMICA,2025-09-22 23:00:16+00:00
1706,TKT-01706,4A,EXECUTIVA,2026-03-18 13:57:18+00:00
1707,TKT-01707,30B,PRIMEIRA_CLASSE,2025-12-15 07:43:18+00:00
1708,TKT-01708,3F,PRIMEIRA_CLASSE,2026-04-02 11:03:01+00:00
1709,TKT-01709,29A,PRIMEIRA_CLASSE,2025-07-29 08:02:43+00:00
1710,TKT-01710,21C,EXECUTIVA,2026-02-12 19:29:27+00:00
1711,TKT-01711,21D,EXECUTIVA,2025-08-23 14:57:50+00:00
1712,TKT-01712,18D,EXECUTIVA,2026-03-14 02:19:34+00:00
1713,TKT-01713,19B,EXECUTIVA,2026-04-15 11:00:53+00:00
1714,TKT-01714,31D,EXECUTIVA,2026-04-17 21:11:49+00:00
1715,TKT-01715,6C,ECONOMICA,2025-11-09 11:11:32+00:00
1716,TKT-01716,8F,EXECUTIVA,2026-03-10 09:51:39+00:00
1717,TKT-01717,22B,ECONOMICA,2025-08-26 21:05:53+00:00
1718,TKT-01718,21D,PRIMEIRA_CLASSE,2025-06-21 18:27:57+00:00
1719,TKT-01719,14D,ECONOMICA,2026-02-24 07:15:12+00:00
1720,TKT-01720,17B,EXECUTIVA,2025-07-11 17:41:06+00:00
1721,TKT-01721,16D,EXECUTIVA,2026-03-25 12:31:47+00:00
1722,TKT-01722,35B,ECONOMICA,2026-01-12 00:07:35+00:00
1723,TKT-01723,36F,ECONOMICA,2025-11-05 22:54:00+00:00
1724,TKT-01724,31F,EXECUTIVA,2025-09-08 21:46:47+00:00
1725,TKT-01725,15F,EXECUTIVA,2025-07-29 07:09:29+00:00
1726,TKT-01726,20D,PRIMEIRA_CLASSE,2026-04-26 09:21:26+00:00
1727,TKT-01727,11F,EXECUTIVA,2025-10-16 00:05:02+00:00
1728,TKT-01728,33A,PRIMEIRA_CLASSE,2026-01-27 14:43:12+00:00
1729,TKT-01729,30D,PRIMEIRA_CLASSE,2025-12-18 09:26:16+00:00
1730,TKT-01730,29B,PRIMEIRA_CLASSE,2025-08-27 13:25:30+00:00
1731,TKT-01731,14B,ECONOMICA,2026-04-10 20:32:19+00:00
1732,TKT-01732,37A,PRIMEIRA_CLASSE,2026-05-14 17:39:55+00:00
1733,TKT-01733,12C,PRIMEIRA_CLASSE,2026-01-22 12:58:11+00:00
1734,TKT-01734,34C,PRIMEIRA_CLASSE,2025-09-29 22:17:54+00:00
1735,TKT-01735,28E,PRIMEIRA_CLASSE,2025-08-07 06:07:47+00:00
1736,TKT-01736,33B,EXECUTIVA,2025-12-11 16:00:45+00:00
1737,TKT-01737,29B,PRIMEIRA_CLASSE,2025-12-04 22:15:53+00:00
1738,TKT-01738,16B,ECONOMICA,2026-04-13 14:33:46+00:00
1739,TKT-01739,25C,EXECUTIVA,2025-10-06 19:29:00+00:00
1740,TKT-01740,32F,PRIMEIRA_CLASSE,2025-10-29 14:26:04+00:00
1741,TKT-01741,28E,EXECUTIVA,2025-08-21 03:03:16+00:00
1742,TKT-01742,33C,PRIMEIRA_CLASSE,2026-03-03 07:11:24+00:00
1743,TKT-01743,39D,ECONOMICA,2025-12-07 04:02:05+00:00
1744,TKT-01744,7D,ECONOMICA,2025-10-12 20:15:36+00:00
1745,TKT-01745,33B,PRIMEIRA_CLASSE,2025-09-24 14:07:03+00:00
1746,TKT-01746,18E,ECONOMICA,2025-06-20 07:13:02+00:00
1747,TKT-01747,38D,ECONOMICA,2025-11-20 06:07:39+00:00
1748,TKT-01748,6E,EXECUTIVA,2025-12-22 19:08:35+00:00
1749,TKT-01749,8B,PRIMEIRA_CLASSE,2025-07-23 18:36:10+00:00
1750,TKT-01750,11E,ECONOMICA,2025-09-20 12:09:13+00:00
1751,TKT-01751,26B,EXECUTIVA,2025-11-12 17:46:32+00:00
1752,TKT-01752,39F,EXECUTIVA,2025-09-08 05:31:16+00:00
1753,TKT-01753,9E,PRIMEIRA_CLASSE,2025-09-10 17:57:24+00:00
1754,TKT-01754,25D,EXECUTIVA,2025-10-25 17:01:42+00:00
1755,TKT-01755,5E,ECONOMICA,2025-09-30 19:21:32+00:00
1756,TKT-01756,17A,ECONOMICA,2025-10-02 18:47:00+00:00
1757,TKT-01757,29D,PRIMEIRA_CLASSE,2025-11-10 17:55:32+00:00
1758,TKT-01758,25F,ECONOMICA,2025-10-05 02:11:51+00:00
1759,TKT-01759,32F,PRIMEIRA_CLASSE,2026-04-21 05:55:38+00:00
1760,TKT-01760,11D,ECONOMICA,2026-04-30 16:51:26+00:00
1761,TKT-01761,11B,EXECUTIVA,2025-07-04 03:02:53+00:00
1762,TKT-01762,5E,EXECUTIVA,2025-09-27 13:12:16+00:00
1763,TKT-01763,19F,ECONOMICA,2025-11-17 08:54:03+00:00
1764,TKT-01764,14D,ECONOMICA,2025-12-18 20:37:53+00:00
1765,TKT-01765,39D,EXECUTIVA,2025-07-28 23:23:21+00:00
1766,TKT-01766,7E,EXECUTIVA,2026-01-23 11:37:28+00:00
1767,TKT-01767,27F,ECONOMICA,2025-12-18 07:35:10+00:00
1768,TKT-01768,28F,EXECUTIVA,2026-01-02 05:00:04+00:00
1769,TKT-01769,18B,PRIMEIRA_CLASSE,2025-11-02 09:29:02+00:00
1770,TKT-01770,21F,EXECUTIVA,2025-10-09 07:10:37+00:00
1771,TKT-01771,37B,EXECUTIVA,2026-06-02 16:11:11+00:00
1772,TKT-01772,34E,EXECUTIVA,2026-05-23 11:27:26+00:00
1773,TKT-01773,18C,EXECUTIVA,2025-12-26 10:50:59+00:00
1774,TKT-01774,4F,PRIMEIRA_CLASSE,2025-10-15 03:30:56+00:00
1775,TKT-01775,1B,EXECUTIVA,2026-02-27 14:51:38+00:00
1776,TKT-01776,38A,EXECUTIVA,2025-09-07 09:57:40+00:00
1777,TKT-01777,17D,ECONOMICA,2025-08-20 18:09:07+00:00
1778,TKT-01778,3E,PRIMEIRA_CLASSE,2026-03-10 01:34:19+00:00
1779,TKT-01779,15B,PRIMEIRA_CLASSE,2025-09-16 12:41:37+00:00
1780,TKT-01780,39B,EXECUTIVA,2025-09-27 05:11:42+00:00
1781,TKT-01781,30C,EXECUTIVA,2026-03-11 01:17:14+00:00
1782,TKT-01782,40C,ECONOMICA,2026-05-21 19:36:41+00:00
1783,TKT-01783,10B,EXECUTIVA,2026-02-11 20:26:51+00:00
1784,TKT-01784,24E,ECONOMICA,2025-07-10 04:38:32+00:00
1785,TKT-01785,33F,ECONOMICA,2025-08-12 20:44:27+00:00
1786,TKT-01786,9F,EXECUTIVA,2025-10-14 03:53:17+00:00
1787,TKT-01787,19D,PRIMEIRA_CLASSE,2025-12-13 00:48:14+00:00
1788,TKT-01788,29F,ECONOMICA,2025-11-26 08:05:59+00:00
1789,TKT-01789,4A,EXECUTIVA,2026-01-29 04:23:14+00:00
1790,TKT-01790,21C,ECONOMICA,2025-07-19 08:49:43+00:00
1791,TKT-01791,38C,PRIMEIRA_CLASSE,2025-07-12 00:07:56+00:00
1792,TKT-01792,26B,ECONOMICA,2026-01-08 13:08:41+00:00
1793,TKT-01793,39B,PRIMEIRA_CLASSE,2026-03-16 06:54:27+00:00
1794,TKT-01794,12E,EXECUTIVA,2026-01-15 22:25:07+00:00
1795,TKT-01795,33F,ECONOMICA,2026-04-04 07:03:33+00:00
1796,TKT-01796,33B,ECONOMICA,2025-08-24 07:56:27+00:00
1797,TKT-01797,29D,EXECUTIVA,2025-11-21 10:05:16+00:00
1798,TKT-01798,1C,EXECUTIVA,2026-03-07 18:07:21+00:00
1799,TKT-01799,14C,EXECUTIVA,2025-06-11 02:24:36+00:00
1800,TKT-01800,22F,PRIMEIRA_CLASSE,2025-12-29 01:05:33+00:00
1801,TKT-01801,36D,EXECUTIVA,2026-02-19 08:33:21+00:00
1802,TKT-01802,34D,ECONOMICA,2025-11-07 16:18:23+00:00
1803,TKT-01803,39A,EXECUTIVA,2026-05-07 01:03:24+00:00
1804,TKT-01804,34C,PRIMEIRA_CLASSE,2025-09-14 05:29:06+00:00
1805,TKT-01805,24B,PRIMEIRA_CLASSE,2026-02-10 12:04:26+00:00
1806,TKT-01806,34A,ECONOMICA,2025-06-25 22:01:25+00:00
1807,TKT-01807,28C,ECONOMICA,2025-08-09 18:22:28+00:00
1808,TKT-01808,25C,ECONOMICA,2026-03-10 18:39:20+00:00
1809,TKT-01809,14B,EXECUTIVA,2026-03-24 03:53:31+00:00
1810,TKT-01810,5A,ECONOMICA,2026-05-27 03:17:46+00:00
1811,TKT-01811,2E,ECONOMICA,2025-10-11 00:56:28+00:00
1812,TKT-01812,25B,ECONOMICA,2026-01-10 17:08:49+00:00
1813,TKT-01813,11B,PRIMEIRA_CLASSE,2025-11-23 03:17:13+00:00
1814,TKT-01814,10C,EXECUTIVA,2026-04-24 04:24:32+00:00
1815,TKT-01815,5C,PRIMEIRA_CLASSE,2025-12-04 15:58:41+00:00
1816,TKT-01816,35F,EXECUTIVA,2026-04-26 19:43:27+00:00
1817,TKT-01817,10D,EXECUTIVA,2025-06-21 15:02:44+00:00
1818,TKT-01818,13C,ECONOMICA,2025-11-18 08:15:53+00:00
1819,TKT-01819,28A,EXECUTIVA,2025-10-12 00:48:32+00:00
